t	v
0.0	-80.0
0.001316033301926346	-79.995003398344
0.0037728630041849783	-79.98679882913638
0.008913827218132692	-79.97181606326828
0.01706152356481503	-79.95096324361715
0.02520921991149737	-79.93191857479732
0.03903886441939046	-79.90270410381584
0.05286850892728355	-79.87561857795734
0.06669815343517664	-79.85013096120692
0.0968255322241611	-79.79835220326079
0.12695291101314557	-79.7504899730735
0.19953142179491043	-79.64642049841551
0.27210993257667526	-79.55406984640837
0.3446884433584401	-79.46930634634585
0.417266954140205	-79.389734629214
0.48984546492196984	-79.31399171639411
0.6152310341918239	-79.18961325523998
0.740616603461678	-79.07213450215104
0.9367293940223195	-78.8991001363562
1.132842184582961	-78.7363470378549
1.4797512085625664	-78.46733462724622
1.8266602325421717	-78.21582847808541
2.173569256521777	-77.97747200041958
2.520478280501382	-77.75004603627426
2.867387304480987	-77.53209757484494
3.4548559977050335	-77.18183949611593
4.04232469092908	-76.85175892368031
4.6297933841531265	-76.53905479453549
5.569270428907778	-76.07085410015843
6.50874747366243	-75.63745980042829
7.448224518417081	-75.23526291581283
9.23310943642678	-74.54779517010685
11.017994354436478	-73.9506698460262
12.802879272446177	-73.4353441412108
14.587764190455875	-72.99324401649721
16.372649108465573	-72.61755334012018
18.157534026475272	-72.3017753790446
21.144091330994875	-71.89162290889233
24.13064863551448	-71.61063600433062
27.117205940034083	-71.43579586930522
30.103763244553686	-71.34824437939682
33.09032054907329	-71.33131563444289
36.07687785359289	-71.36974954433208
40.5834356846358	-71.5061599982208
45.089993515678714	-71.70472709404785
49.596551346721625	-71.93872503253316
54.10310917776454	-72.18788733636508
58.60966700880745	-72.43664842410746
63.11622483985036	-72.67675736736388
67.62278267089327	-72.90033256507274
72.12934050193618	-73.10184022640588
76.6358983329791	-73.28227771229092
81.14245616402201	-73.43868219648976
85.64901399506492	-73.5707120666516
90.15557182610783	-73.68387853358682
94.66212965715074	-73.77532629022987
99.16868748819365	-73.84765438587762
103.67524531923657	-73.90819242384248
108.18180315027948	-73.95168514916735
112.68836098132239	-73.98351110164734
117.1949188123653	-74.01076287252195
121.70147664340821	-74.02441387419496
126.20803447445113	-74.03253306762208
130.71459230549405	-74.03747451948239
135.22115013653698	-74.03902765857275
139.7277079675799	-74.0395348856021
144.23426579862283	-74.03884010748595
148.74082362966575	-74.03539071171822
153.24738146070868	-74.03225294838668
157.7539392917516	-74.02886766574201
162.26049712279453	-74.0238118047203
166.76705495383746	-74.02102357963425
171.27361278488038	-74.01803709727997
175.7801706159233	-74.01356498789791
180.28672844696624	-74.0125422060722
184.79328627800916	-74.01037050512033
189.2998441090521	-74.0069921917168
193.80640194009501	-74.00803937082216
198.31295977113794	-74.00624255536079
202.81951760218087	-74.003931540827
207.3260754332238	-74.00679722958608
211.83263326426672	-74.00810171206972
216.33919109530964	-74.00965196146322
220.84574892635257	-74.00922066477801
225.3523067573955	-74.00616551914675
229.85886458843842	-74.00666438390209
234.36542241948135	-74.00753450723545
238.87198025052427	-74.00640360247317
243.3785380815672	-74.00867055895202
247.88509591261013	-74.00880899594198
252.39165374365305	-74.00697111041156
256.89821157469595	-74.01004628821815
261.4047694057389	-74.0118059899845
265.9113272367818	-74.01259062249275
270.4178850678247	-74.01345187786366
274.92444289886765	-74.01140220594253
279.4310007299106	-74.01136667559726
283.9375585609535	-74.01283349513771
288.44411639199643	-74.01098486415776
292.95067422303936	-74.01160938798955
297.4572320540823	-74.01282819670956
301.9637898851252	-74.01037342950438
306.47034771616813	-74.01185228771286
310.97690554721106	-74.01261642763632
315.483463378254	-74.01035533016913
319.9900212092969	-74.00847208009567
324.49657904033984	-74.00668924319173
329.00313687138276	-74.0072692767871
333.5096947024257	-74.01006923112902
338.0162525334686	-74.01042326381274
342.52281036451154	-74.01102088820821
347.02936819555447	-74.01273256633269
351.5359260265974	-74.01178766728249
356.0424838576403	-74.01238728077644
360.54904168868325	-74.01410028498063
365.0555995197262	-74.01234567308992
369.5621573507691	-74.01302681448273
374.068715181812	-74.0146150132989
378.57527301285495	-74.01203491661856
383.0818308438979	-74.01004477068665
387.5883886749408	-74.00793698163666
392.0949465059837	-74.00714952282328
396.60150433702665	-74.00982453675626
401.1080621680696	-74.0117913764047
405.6146199991125	-74.01286261147887
410.12117783015543	-74.0125809847375
414.62773566119836	-74.01088402326113
419.1342934922413	-74.01091875960792
423.6408513232842	-74.0117914403194
428.14740915432714	-74.0116481266672
432.65396698537006	-74.01278278405599
437.160524816413	-74.0133630302203
441.6670826474559	-74.01246551325538
446.17364047849884	-74.01360047263023
450.68019830954177	-74.01387747492474
455.1867561405847	-74.01269671175343
459.6933139716276	-74.0118894613707
464.19987180267054	-74.00980556451786
468.70642963371347	-74.0095225202744
473.2129874647564	-74.01155140540104
477.7195452957993	-74.01117682238544
482.22610312684225	-74.0119600809574
486.7326609578852	-74.01373772362663
491.2392187889281	-74.01457724363449
495.745776619971	-74.0170897342886
500.25233445101395	-74.0178955067562
504.7588922820569	-74.01668087682125
509.2654501130998	-74.01639098861092
513.7720079441427	-74.01508887383177
518.2785657751856	-74.01385107970808
522.7851236062285	-74.0148259666936
527.2916814372713	-74.0138374063804
530.9999999999882	-74.01275059808249
531.0000000000059	-74.01275059808249
531.0004366383091	-73.99810671183734
531.0008732766123	-73.98438997945746
531.0017271159294	-73.9594482064901
531.00305061382	-73.92348125614721
531.0043741117107	-73.88947782891734
531.0065788274728	-73.83681078769041
531.0099704116834	-73.76068049638572
531.013361995894	-73.68981561351994
531.0212416668973	-73.53993717284435
531.0291213379005	-73.40555723866724
531.0370010089038	-73.2816538789985
531.044880679907	-73.16533013254751
531.0568351518715	-72.99945716142454
531.068789623836	-72.84441092081448
531.0807440958005	-72.69826984744404
531.1010086973348	-72.46713457859859
531.1212732988691	-72.25329712833116
531.1570922513674	-71.90824652646265
531.1929112038657	-71.5949113861509
531.228730156364	-71.30557305121214
531.2645491088623	-71.03554439797988
531.3003680613606	-70.78155766531388
531.3577164159373	-70.40260429369697
531.4150647705139	-70.0509453337475
531.4724131250906	-69.72116297208647
531.5607510193539	-69.24820961157033
531.6490889136172	-68.80994610561216
531.7824806827375	-68.20074229747003
531.9158724518578	-67.64288019162275
532.0492642209781	-67.12694015495299
532.1826559900984	-66.64560187359484
532.3160477592187	-66.19311222038218
532.5300620868632	-65.51689979719701
532.7440764145076	-64.89135846442869
532.9580907421521	-64.3077310795651
533.1721050697965	-63.75927389567539
533.386119397441	-63.24061138431752
533.7414142592254	-62.43438180985408
534.0967091210098	-61.68502010682727
534.4520039827942	-60.98276067216083
534.9996146986712	-59.974460970056064
535.5472254145482	-59.0366023821566
536.0948361304252	-58.150574138946375
536.6424468463022	-57.302981505015744
537.1900575621792	-56.471133127916886
537.7376682780562	-55.64518851011389
538.2852789939332	-54.79898713039975
538.8328897098102	-53.889667455484556
539.3805004256872	-52.868688332615434
539.9281111415642	-51.61590026362308
540.4757218574412	-49.90573468004932
540.5373321641821	-49.6523618199261
540.598942470923	-49.36182560820905
540.660552777664	-49.049470511357434
540.7221630844049	-48.71749826106512
540.7837733911458	-48.35019345549167
540.8453836978867	-47.93755844407622
540.9069940046277	-47.465962150927076
540.9686043113686	-46.92572132816254
541.0302146181095	-46.2958211950082
541.0918249248505	-45.549265298814355
541.1534352315914	-44.629310578126955
541.2150455383323	-43.45674193237512
541.2766558450733	-41.89822843283932
541.3198752019946	-40.442182838016684
541.3630945589159	-38.50707092199294
541.4063139158372	-35.78748023316153
541.4108671481124	-35.43625360661051
541.4154203803876	-35.069603724385395
541.4199736126627	-34.68657857893733
541.4245268449379	-34.28615079538802
541.4326834131264	-33.52177396282774
541.4408399813149	-32.69098363679153
541.4489965495034	-31.78587983104332
541.4571531176919	-30.79776923307417
541.4653096858804	-29.717199375022872
541.4734662540689	-28.53381212909066
541.4816228222573	-27.236242174895878
541.4942179200913	-24.97989320261523
541.5068130179252	-22.375649930629447
541.5194081157591	-19.378228413872037
541.532003213593	-15.953962529482885
541.544598311427	-12.097516449513472
541.5571934092609	-7.852474090719341
541.5697885070948	-3.3097211327618234
541.5823836049287	1.3730502086997574
541.5949787027627	5.993972577351765
541.6075738005966	10.357351654365536
541.6201688984305	14.318220824047826
541.6327639962644	17.791576221441566
541.6453590940984	20.747773311884963
541.6579541919323	23.205542975984084
541.6705492897662	25.21585765542999
541.6831443876001	26.839875194296233
541.695739485434	28.134155610836167
541.708334583268	29.147122249486884
541.7209296811019	29.920637880483632
541.7335247789358	30.491273484730765
541.7461198767697	30.89028410085943
541.7587149746037	31.1433539639435
541.7713100724376	31.27114196577466
541.7839051702715	31.290656067447696
541.7965002681054	31.216508940026454
541.8090953659394	31.06133820614358
541.8216904637733	30.83574675461847
541.8342855616072	30.548495607477264
541.8468806594411	30.207037979856672
541.859475757275	29.817944067950037
541.872070855109	29.386992120454657
541.8846659529429	28.919140812205303
541.8972610507768	28.418618185413308
541.9098561486107	27.889098236990563
541.9288550646598	27.042565519952532
541.9478539807089	26.146805854905352
541.966852896758	25.20954840381732
541.9858518128071	24.237182934403023
542.0048507288562	23.235060015454163
542.0238496449053	22.20769464624255
542.0428485609544	21.158916241239606
542.0618474770035	20.091996065999496
542.0808463930526	19.009757843994528
542.0998453091017	17.914664775800656
542.1188442251508	16.808875807077847
542.1378431411999	15.694282279268938
542.156842057249	14.572538876356932
542.1869353326197	12.784624603230256
542.2170286079903	10.98727057623384
542.2471218833609	9.184462329839707
542.2772151587316	7.379517232318426
542.3073084341022	5.575242122480115
542.3374017094728	3.77405284810424
542.3674949848435	1.9780560218472398
542.3975882602141	0.18909056668170796
542.4276815355847	-1.5912591689010183
542.4577748109554	-3.361663874299818
542.487868086326	-5.121048832165956
542.5179613616966	-6.868583550952218
542.5480546370673	-8.603669904384416
542.5781479124379	-10.325922229480906
542.6082411878085	-12.03517155830671
542.6538820378623	-14.598651954668943
542.6995228879161	-17.110465677000775
542.74516373797	-19.552785580650966
542.7908045880238	-21.924344241059146
542.8364454380776	-24.22668709301049
542.8820862881314	-26.461542425337985
542.9277271381852	-28.63001806922545
542.973367988239	-30.73528642371845
543.0190088382928	-32.7790435023079
543.0646496883467	-34.75856648242787
543.1102905384005	-36.665468651228366
543.1559313884543	-38.48795712533589
543.2015722385081	-40.213235509748436
543.2472130885619	-41.829476736239776
543.2928539386157	-43.327157691092154
543.3384947886695	-44.70388709015122
543.3841356387234	-45.961693889694764
543.4297764887772	-47.103381886137946
543.475417338831	-48.13282472708647
543.5210581888848	-49.05679198295527
543.5666990389386	-49.8846950667555
543.6123398889924	-50.62653796840465
543.6579807390463	-51.291691367037465
543.7036215891001	-51.88900713254044
543.7492624391539	-52.42703772602651
543.7949032892077	-52.9137907822523
543.8405441392615	-53.35637380436726
543.8861849893153	-53.76086863591926
543.9550747238354	-54.31052467811017
